# Level 1
- Weapons Prep 1 - Level 1 - Troop Attack 0.5%, Power 4200
- Bulwark Formations 3 - Level 2 - Lancer Defense 5%, Power 12000
- Bulwark Formations 3 - Level 3 - Lancer Defense 7.5%, Power 18000
- Bulwark Formations 3 - Level 4 - Lancer Defense 11.5%, Power 27600
# Level 4
- Bulwark Formations 4 - Level 1 - Lancer Defense 4%, Power 9600
- Bulwark Formations 4 - Level 2 - Lancer Defense 8%, Power 19200
- Bulwark Formations 4 - Level 3 - Lancer Defense 12%, Power 28800
- Bulwark Formations 4 - Level 4 - Lancer Defense 16%, Power 38400
- Bulwark Formations 4 - Level 5 - Lancer Defense 22.5%, Power 54000
# Level 5
- Bulwark Formations 5 - Level 1 - Lancer Defense 4.75%, Power 11400
- Bulwark Formations 5 - Level 2 - Lancer Defense 9.5%, Power 22800
- Bulwark Formations 5 - Level 3 - Lancer Defense 14.25%, Power 34200
- Bulwark Formations 5 - Level 4 - Lancer Defense 19%, Power 45600
- Bulwark Formations 5 - Level 5 - Lancer Defense 23.75%, Power 57000
- Bulwark Formations 5 - Level 6 - Lancer Defense 31.75%, Power 76200
# Level 6
- Bulwark Formations 6 - Level 1 - Lancer Defense 5.5%, Power 13200
- Bulwark Formations 6 - Level 2 - Lancer Defense 11%, Power 26400
- Bulwark Formations 6 - Level 3 - Lancer Defense 16.5%, Power 39600
- Bulwark Formations 6 - Level 4 - Lancer Defense 22%, Power 52800
- Bulwark Formations 6 - Level 5 - Lancer Defense 27.5%, Power 66000
- Bulwark Formations 6 - Level 6 - Lancer Defense 36.5%, Power 87600

# Level 1
- Special Defensive Training 1 - Level 1 - Troops Defense 0.5%, Power 4200
- Special Defensive Training 1 - Level 2 - Troops Defense 1.00%, Power 8400
- Special Defensive Training 1 - Level 3 - Troops Defense 1.5%, Power 12600
# Level 2
- Special Defensive Training 2 - Level 1 - Troops Defense 0.75%, Power 6300
- Special Defensive Training 2 - Level 2 - Troops Defense 1.50%, Power 12600
- Special Defensive Training 2 - Level 3 - Troops Defense 2.50%, Power 21000
# Level 3
- Special Defensive Training 3 - Level 1 - Troops Defense 1%, Power 8400
- Special Defensive Training 3 - Level 2 - Troops Defense 2%, Power 16800
- Special Defensive Training 3 - Level 3 - Troops Defense 3%, Power 25200
- Special Defensive Training 3 - Level 4 - Troops Defense 4.5%, Power 37800
# Level 4
- Special Defensive Training 4 - Level 1 - Troops Defense 1.75%, Power 14700
- Special Defensive Training 4 - Level 2 - Troops Defense 3.5%, Power 29400
- Special Defensive Training 4 - Level 3 - Troops Defense 5.25%, Power 44100
- Special Defensive Training 4 - Level 4 - Troops Defense 7%, Power 56000
- Special Defensive Training 4 - Level 5 - Troops Defense 10%, Power 84000
# Level 5
- Special Defensive Training 5 - Level 1 - Troops Defense 2%, Power 16800
- Special Defensive Training 5 - Level 2 - Troops Defense 4%, Power 33600
- Special Defensive Training 5 - Level 3 - Troops Defense 6%, Power 50400
- Special Defensive Training 5 - Level 4 - Troops Defense 8%, Power 67200
- Special Defensive Training 5 - Level 5 - Troops Defense 10%, Power 84000
- Special Defensive Training 5 - Level 6 - Troops Defense 13.5%, Power 113400
# Level 6
- Special Defensive Training 6 - Level 1 - Troops Defense 2.25%, Power 18900
- Special Defensive Training 6 - Level 2 - Troops Defense 4.5%, Power 37800
- Special Defensive Training 6 - Level 3 - Troops Defense 6.75%, Power 56700
- Special Defensive Training 6 - Level 4 - Troops Defense 9%, Power 75600
- Special Defensive Training 6 - Level 5 - Troops Defense 11.25%, Power 94500
- Special Defensive Training 6 - Level 6 - Troops Defense 15.25%, Power 128100

# Level 1
- Survival Techniques 1 - Level 1 - Troops Health 0.5%, Power 4200 
- Survival Techniques 1 - Level 2 - Troops Health 1.0%, Power 8400
- Survival Techniques 1 - Level 3 - Troops Health 1.5%, Power 12600
# Level 2
- Survival Techniques 2 - Level 1 - Troops Health 0.75%, Power 6300
- Survival Techniques 2 - Level 2 - Troops Health 1.5%, Power 12600
- Survival Techniques 2 - Level 3 - Troops Health 2.5%, Power 21000
# Level 3
- Survival Techniques 3 - Level 1 - Troops Health 1%, Power 8400
- Survival Techniques 3 - Level 2 - Troops Health 2%, Power 16800
- Survival Techniques 3 - Level 3 - Troops Health 3%, Power 25200
- Survival Techniques 3 - Level 4 - Troops Health 4.5%, Power 37800
# Level 4
- Survival Techniques 4 - Level 1 - Troops Health 1.75%, Power 14700
- Survival Techniques 4 - Level 2 - Troops Health 3.5%, Power 29400
- Survival Techniques 4 - Level 3 - Troops Health 5.25%, Power 44100
- Survival Techniques 4 - Level 4 - Troops Health 7%, Power 58800
- Survival Techniques 4 - Level 5 - Troops Health 10%, Power 84000
# Level 5
- Survival Techniques 5 - Level 1 - Troops Health 2%, Power 16800
- Survival Techniques 5 - Level 2 - Troops Health 4%, Power 33600
- Survival Techniques 5 - Level 3 - Troops Health 6%, Power 50400
- Survival Techniques 5 - Level 4 - Troops Health 8%, Power 67200
- Survival Techniques 5 - Level 5 - Troops Health 10%, Power 84000
- Survival Techniques 5 - Level 6 - Troops Health 13.5%, Power 113400
# Level 6
- Survival Techniques 6 - Level 1 - Troops Health 2.25%, Power 18900
- Survival Techniques 6 - Level 2 - Troops Health 4.5%, Power 37800
- Survival Techniques 6 - Level 3 - Troops Health 6.75%, Power 56700
- Survival Techniques 6 - Level 4 - Troops Health 9%, Power 75600
- Survival Techniques 6 - Level 5 - Troops Health 11.25%, Power 94500
- Survival Techniques 6 - Level 6 - Troops Health 15.25%, Power 128100

# Level 1
- Assault Techniques 1 - Level 1 - Troops Lethality 0.5%, Power 4200
- Assault Techniques 1 - Level 2 - Troops Lethality 1.0%, Power 8400
- Assault Techniques 1 - Level 3 - Troops Lethality 1.5%, Power 12600
# Level 2
- Assault Techniques 2 - Level 1 - Troops Lethality 0.75%, Power 6300
- Assault Techniques 2 - Level 2 - Troops Lethality 1.5%, Power 12600
- Assault Techniques 2 - Level 3 - Troops Lethality 2.5%, Power 21000
# Level 3
- Assault Techniques 3 - Level 1 - Troops Lethality 1%, Power 8400
- Assault Techniques 3 - Level 2 - Troops Lethality 2%, Power 16800
- Assault Techniques 3 - Level 3 - Troops Lethality 3%, Power 25200
- Assault Techniques 3 - Level 4 - Troops Lethality 4.5%, Power 37800
# Level 4
- Assault Techniques 4 - Level 1 - Troops Lethality 1.75%, Power 14700
- Assault Techniques 4 - Level 2 - Troops Lethality 3.5%, Power 29400
- Assault Techniques 4 - Level 3 - Troops Lethality 5.25%, Power 44100
- Assault Techniques 4 - Level 4 - Troops Lethality 7%, Power 58800
- Assault Techniques 4 - Level 5 - Troops Lethality 10%, Power 84000
# Level 5
- Assault Techniques 5 - Level 1 - Troops Lethality 2%, Power 16800
- Assault Techniques 5 - Level 2 - Troops Lethality 4%, Power 33600
- Assault Techniques 5 - Level 3 - Troops Lethality 6%, Power 50400
- Assault Techniques 5 - Level 4 - Troops Lethality 8%, Power 67200
- Assault Techniques 5 - Level 5 - Troops Lethality 10%, Power 84000
- Assault Techniques 5 - Level 6 - Troops Lethality 13.5%, Power 113400
# Level 6
- Assault Techniques 6 - Level 1 - Troops Lethality 2.25%, Power 18900
- Assault Techniques 6 - Level 2 - Troops Lethality 4.5%, Power 37800
- Assault Techniques 6 - Level 3 - Troops Lethality 6.75%, Power 56700
- Assault Techniques 6 - Level 4 - Troops Lethality 9%, Power 75600
- Assault Techniques 6 - Level 5 - Troops Lethality 11.25%, Power 94500
- Assault Techniques 6 - Level 6 - Troops Lethality 15.25%, Power 128100

# Level 1
- Close Combat 1 - Level 1 - Infantry Lethality 1.25%, Power 1750
- Close Combat 1 - Level 2 - Infantry Lethality 2.5%, Power 3500
- Close Combat 1 - Level 3 - Infantry Lethality 4%, Power 5600
# Level 2
- Close Combat 2 - Level 1 - Infantry Lethality 1.75%, Power 2450
- Close Combat 2 - Level 2 - Infantry Lethality 3.5%, Power 4900
- Close Combat 2 - Level 3 - Infantry Lethality 5.5%, Power 7700
# Level 3
- Close Combat 3 - Level 1 - Infantry Lethality 2.5%, Power 3500
- Close Combat 3 - Level 2 - Infantry Lethality 5%, Power 7000
- Close Combat 3 - Level 3 - Infantry Lethality 7.5%, Power 10500
- Close Combat 3 - Level 4 - Infantry Lethality 11.5%, Power 16100
# Level 4
- Close Combat 4 - Level 1 - Infantry Lethality 4%, Power 5600
- Close Combat 4 - Level 2 - Infantry Lethality 8%, Power 11200
- Close Combat 4 - Level 3 - Infantry Lethality 12%, Power 16800
- Close Combat 4 - Level 4 - Infantry Lethality 16%, Power 22400
- Close Combat 4 - Level 5 - Infantry Lethality 22.5%, Power 31500
# Level 5
- Close Combat 5 - Level 1 - Infantry Lethality 4.75%, Power 6650
- Close Combat 5 - Level 2 - Infantry Lethality 9.5%, Power 13300
- Close Combat 5 - Level 3 - Infantry Lethality 14.25%, Power 19950
- Close Combat 5 - Level 4 - Infantry Lethality 19%, Power 26600
- Close Combat 5 - Level 5 - Infantry Lethality 23.75%, Power 33250
- Close Combat 5 - Level 6 - Infantry Lethality 31.75%, Power 44450
# Level 6
- Close Combat 6 - Level 1 - Infantry Lethality 5.5%, Power 7700
- Close Combat 6 - Level 2 - Infantry Lethality 11%, Power 15400
- Close Combat 6 - Level 3 - Infantry Lethality 16.5%, Power 23100
- Close Combat 6 - Level 4 - Infantry Lethality 22%, Power 30800
- Close Combat 6 - Level 5 - Infantry Lethality 27.5%, Power 38500
- Close Combat 6 - Level 6 - Infantry Lethality 36.5%, Power 51100

# Level 1
- Targeted Sniping 1 - Level 1 - Marksman Lethality 1.25%, Power 4375
- Targeted Sniping 1 - Level 2 - Marksman Lethality 2.5%, Power 8750
- Targeted Sniping 1 - Level 3 - Marksman Lethality 4%, Power 14000
# Level 2
- Targeted Sniping 2 - Level 1 - Marksman Lethality 1.75%, Power 6125
- Targeted Sniping 2 - Level 2 - Marksman Lethality 3.5%, Power 12250
- Targeted Sniping 2 - Level 3 - Marksman Lethality 5.5%, Power 19250
# Level 3
- Targeted Sniping 3 - Level 1 - Marksman Lethality 2.5%, Power 8750
- Targeted Sniping 3 - Level 2 - Marksman Lethality 5%, Power 17500
- Targeted Sniping 3 - Level 3 - Marksman Lethality 7.5%, Power 26250
- Targeted Sniping 3 - Level 4 - Marksman Lethality 11.5%, Power 40250
# Level 4
- Targeted Sniping 4 - Level 1 - Marksman Lethality 4%, Power 14000
- Targeted Sniping 4 - Level 2 - Marksman Lethality 8%, Power 28000
- Targeted Sniping 4 - Level 3 - Marksman Lethality 12%, Power 42000
- Targeted Sniping 4 - Level 4 - Marksman Lethality 16%, Power 56000
- Targeted Sniping 4 - Level 5 - Marksman Lethality 22.5%, Power 78750
# Level 5
- Targeted Sniping 5 - Level 1 - Marksman Lethality 4.75%, Power 16625
- Targeted Sniping 5 - Level 2 - Marksman Lethality 9.5%, Power 33250
- Targeted Sniping 5 - Level 3 - Marksman Lethality 14.25%, Power 49875
- Targeted Sniping 5 - Level 4 - Marksman Lethality 19%, Power 66500
- Targeted Sniping 5 - Level 5 - Marksman Lethality 23.75%, Power 83125
- Targeted Sniping 5 - Level 6 - Marksman Lethality 31.75%, Power 111125
# Level 6
- Targeted Sniping 6 - Level 1 - Marksman Lethality 5.5%, Power 19250
- Targeted Sniping 6 - Level 2 - Marksman Lethality 11%, Power 38500
- Targeted Sniping 6 - Level 3 - Marksman Lethality 16.5%, Power 57750
- Targeted Sniping 6 - Level 4 - Marksman Lethality 22%, Power 77000
- Targeted Sniping 6 - Level 5 - Marksman Lethality 27.5%, Power 96250
- Targeted Sniping 6 - Level 6 - Marksman Lethality 36.5%, Power 127750

# Level 1
- Lance Upgrade 1 - Level 1 - Lancer Lethality 1.25%, Power 4375
- Lance Upgrade 1 - Level 2 - Lancer Lethality 2.5%, Power 8750
- Lance Upgrade 1 - Level 3 - Lancer Lethality 4%, Power 14000
# Level 2
- Lance Upgrade 2 - Level 1 - Lancer Lethality 1.75%, Power 6125
- Lance Upgrade 2 - Level 2 - Lancer Lethality 3.5%, Power 12250
- Lance Upgrade 2 - Level 3 - Lancer Lethality 5.5%, Power 19250
# Level 3
- Lance Upgrade 3 - Level 1 - Lancer Lethality 2.5%, Power 8750
- Lance Upgrade 3 - Level 2 - Lancer Lethality 5%, Power 17500
- Lance Upgrade 3 - Level 3 - Lancer Lethality 7.5%, Power 26250
- Lance Upgrade 3 - Level 4 - Lancer Lethality 11.5%, Power 40250
# Level 4
- Lance Upgrade 4 - Level 1 - Lancer Lethality 4%, Power 14000
- Lance Upgrade 4 - Level 2 - Lancer Lethality 8%, Power 28000
- Lance Upgrade 4 - Level 3 - Lancer Lethality 12%, Power 42000
- Lance Upgrade 4 - Level 4 - Lancer Lethality 16%, Power 56000
- Lance Upgrade 4 - Level 5 - Lancer Lethality 22.5%, Power 78750
# Level 5
- Lance Upgrade 5 - Level 1 - Lancer Lethality 4.75%, Power 16625
- Lance Upgrade 5 - Level 2 - Lancer Lethality 9.5%, Power 33250
- Lance Upgrade 5 - Level 3 - Lancer Lethality 14.25%, Power 49875
- Lance Upgrade 5 - Level 4 - Lancer Lethality 19%, Power 66500
- Lance Upgrade 5 - Level 5 - Lancer Lethality 23.75%, Power 83125
- Lance Upgrade 5 - Level 6 - Lancer Lethality 31.75%, Power 111125
# Level 6
- Lance Upgrade 6 - Level 1 - Lancer Lethality 5.5%, Power 19250
- Lance Upgrade 6 - Level 2 - Lancer Lethality 11%, Power 38500
- Lance Upgrade 6 - Level 3 - Lancer Lethality 16.5%, Power 57750
- Lance Upgrade 6 - Level 4 - Lancer Lethality 22%, Power 77000
- Lance Upgrade 6 - Level 5 - Lancer Lethality 27.5%, Power 96250
- Lance Upgrade 6 - Level 6 - Lancer Lethality 36.5%, Power 127750

# Level 1
- Shield Upgrade 1 - Level 1 - Infantry Health 1.25%, Power 5625
- Shield Upgrade 1 - Level 2 - Infantry Health 2.5%, Power 11250
- Shield Upgrade 1 - Level 3 - Infantry Health 4%, Power 18000
# Level 2
- Shield Upgrade 2 - Level 1 - Infantry Health 1.75%, Power 7875
- Shield Upgrade 2 - Level 2 - Infantry Health 3.5%, Power 15750
- Shield Upgrade 2 - Level 3 - Infantry Health 5.5%, Power 24750
# Level 3
- Shield Upgrade 3 - Level 1 - Infantry Health 2.5%, Power 11250
- Shield Upgrade 3 - Level 2 - Infantry Health 5%, Power 22500
- Shield Upgrade 3 - Level 3 - Infantry Health 7.5%, Power 33750
- Shield Upgrade 3 - Level 4 - Infantry Health 11.5%, Power 51750
# Level 4
- Shield Upgrade 4 - Level 1 - Infantry Health 4%, Power 18000
- Shield Upgrade 4 - Level 2 - Infantry Health 8%, Power 36000
- Shield Upgrade 4 - Level 3 - Infantry Health 12%, Power 54000
- Shield Upgrade 4 - Level 4 - Infantry Health 16%, Power 72000
- Shield Upgrade 4 - Level 5 - Infantry Health 22.5%, Power 101250
# Level 5
- Shield Upgrade 5 - Level 1 - Infantry Health 4.75%, Power 16625
- Shield Upgrade 5 - Level 2 - Infantry Health 9.5%, Power 33250
- Shield Upgrade 5 - Level 3 - Infantry Health 14.25%, Power 49875
- Shield Upgrade 5 - Level 4 - Infantry Health 19%, Power 66500
